"año","CIF","CMUN","CMUNXL","DEGURBA","Eco_Afiliados_Tem_Porc_Resid","Eco_Afiliados_Total","Eco_Cap_Nec_Financ","Eco_Contratos_Indef","Eco_Contratos_Temp","Eco_Contratos_Total","Eco_Distrib_Renta_P80_20","Eco_Energ_Elect_PC","Eco_Establec_Hotel","Eco_Imp_Saldo_Nfinanc","Eco_Ind_RDBM_PC","Eco_Indice_Gini","Eco_Paro_100","Eco_Paro_Porc_Evol","Eco_PBI_municipal_pc","Eco_Pre_Deuda_Viva","Eco_Pre_Gastos_Liquidados","Eco_Pre_Ingresos_Liquidados","Eco_Renta_Neta_Media_PP","Eco_Uds_Productivas","Entidad","MA_Incendios","MA_Pelig_Incend_AltoExt","MA_Sup_Forestal_Arbol","MA_Sup_Forestal_Desarb","MA_Sup_Forestal_Total","MA_Sup_Protegida","MA_Sup_quemada","Municipio","NATCODE","Pob_Crecim_Relativo","Pob_Dependencia","Pob_Edad_Media","Pob_Empadronada","Pob_Empadronada_H","Pob_Empadronada_M","Pob_Envejecimiento","Pob_EV_65_H","Pob_EV_65_M","Pob_EV_65_Total","Pob_EV_H","Pob_EV_M","Pob_EV_Total","Pob_Grupo","Pob_Juventud","Pob_Saldo_Migratorio","Soc_Bibliot_públicas","Soc_Bienes_Cult","Soc_Cines_Proy","Soc_Ed_Bachiller","Soc_Ed_Cent_Priv_NoUni","Soc_Ed_Cent_Pub_NoUni","Soc_Ed_CiclosFormat","Soc_Ed_ESO","Soc_Ed_Especial","Soc_Ed_Infantil","Soc_Ed_Primaria","Soc_Ent_Credito","Soc_Mov_Auto_T","Soc_Mov_Est_Cercan","Soc_Mov_Gasolin","Soc_Mov_Hosp_T","Soc_Mov_Lin_Autob","Soc_Mov_Muni_5000_T","Soc_Mov_Turismos_Pub","Soc_Salud_Ambul","Soc_Salud_CentrosS","Soc_Salud_Consult","Soc_Salud_Def_Otras","Soc_Salud_Def_SistCirc","Soc_Salud_Def_SistResp","Soc_Salud_Def_Tumor","Soc_Salud_Discapacidad","Soc_Salud_Farmacia","Soc_Serv_Social_Centros","Soc_Teatros","Soc_Vivienda_Libre","Superficie","Terr_Zonas_Estad_CM"
"2020","P2800200D","002","28002","2-Intermedio",15.02,1818,"Necesidad de financiación",380,78.91,1802,2.6,8601.78,3,249439.09,14803.45,30.9,5.06,0.56,NA,129.63,5277.86,5282.34,14079,983,"Ajalvir",NA,NA,NA,NA,NA,59.4905658634741,NA,"Ajalvir","34132828002",0.19,0.19,38.81,4721,2451,2270,10.42,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",16.78,-62,1,0,0,0,0,3,0,1,0,3,1,4,2.688,0,2,NA,6,4.448,NA,NA,0,1,42.31,11.54,26.92,19.23,185,1,3,1,NA,19.8,"ESTE METROPOLITANO"
"2021","P2800200D","002","28002","2-Intermedio",14.28,1772,"Necesidad de financiación",520,77.83,2346,NA,8826.56,2,-449366.97,NA,NA,5.65,0.58,NA,78.7,6072.62,5378.29,NA,987,"Ajalvir",NA,NA,NA,NA,NA,59.4905658634741,NA,"Ajalvir","34132828002",-0.95,-0.95,39.37,4676,2437,2239,11.01,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",16,88,1,0,0,0,0,3,0,1,0,3,1,3,2.688,0,2,NA,6,4.448,NA,NA,0,1,38.46,30.77,7.69,23.08,184,1,3,1,NA,19.8,"ESTE METROPOLITANO"
"2022","P2800200D","002","28002","2-Intermedio",14.83,1874,NA,1237,50.76,2512,NA,7458.22,2,NA,NA,NA,4.48,NA,NA,NA,NA,NA,NA,975,"Ajalvir",0,"30.8122514736842",1.89711150125823,2.40077438128353,4.29788588254176,59.4905658634741,0,"Ajalvir","34132828002",1.6,1.6,NA,4751,2473,2278,11.39,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",14.9,NA,1,NA,0,0,NA,NA,0,1,0,2,1,NA,2.688,NA,NA,10.937,NA,4.448,NA,NA,0,1,NA,NA,NA,NA,NA,1,3,NA,NA,19.8,"ESTE METROPOLITANO"
"2023","P2800200D","002","28002","2-Intermedio",7.85,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ajalvir",NA,NA,NA,NA,NA,NA,NA,NA,"34132828002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","P2800300B","003","28003","3-Rural",NA,NA,NA,NA,NA,NA,NA,4891.19,NA,NA,9143.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",NA,NA,47.9,193,106,87,29.53,NA,NA,NA,NA,NA,NA,"101-250 hab.",11.92,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.779,0,NA,NA,1,25.023,0,0,NA,NA,NA,0,0,50,NA,NA,NA,NA,NA,25.74,"SIERRA NORTE"
"2002","P2800300B","003","28003","3-Rural",NA,NA,NA,NA,NA,NA,NA,4829.79,NA,NA,9532.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",NA,NA,48.39,188,101,87,32.45,NA,NA,NA,NA,NA,NA,"101-250 hab.",11.17,12,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,18.779,0,NA,NA,1,25.023,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.74,"SIERRA NORTE"
"2003","P2800300B","003","28003","3-Rural",NA,NA,NA,NA,NA,NA,NA,5107.69,NA,NA,10666.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",NA,NA,50.17,195,106,89,35.9,NA,NA,NA,NA,NA,NA,"101-250 hab.",11.28,-4,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,18.779,0,NA,NA,1,25.023,1,0,NA,NA,NA,40,20,40,NA,NA,NA,NA,NA,25.74,"SIERRA NORTE"
"2004","P2800300B","003","28003","3-Rural",NA,NA,NA,NA,NA,NA,NA,5281.55,NA,NA,11839.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",5.64,5.64,49.14,206,122,84,34.47,NA,NA,NA,NA,NA,NA,"101-250 hab.",11.17,12,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,18.779,0,NA,NA,1,25.023,1,0,NA,NA,NA,33.33,33.33,33.33,NA,NA,NA,NA,NA,25.74,"SIERRA NORTE"
"2005","P2800300B","003","28003","3-Rural",NA,NA,NA,NA,NA,NA,NA,4419.09,NA,NA,13194.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",17,17,46.15,241,146,95,26.14,NA,NA,NA,NA,NA,NA,"101-250 hab.",10.79,1,0,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,18.779,0,NA,NA,2,25.023,1,0,NA,NA,NA,0,100,0,NA,NA,NA,NA,NA,25.74,"SIERRA NORTE"
"2006","P2800300B","003","28003","3-Rural",NA,NA,NA,31,89.87,306,NA,4487.29,NA,NA,14008.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",-2.1,-2.1,47.2,236,140,96,27.97,NA,NA,NA,NA,NA,NA,"101-250 hab.",12.29,8,0,NA,NA,0,0,0,0,0,0,0,0,NA,18.779,0,NA,NA,2,25.023,1,0,NA,NA,NA,25,0,50,NA,NA,NA,NA,NA,25.74,"SIERRA NORTE"
"2007","P2800300B","003","28003","3-Rural",NA,NA,NA,46,88.73,408,NA,4774.59,NA,NA,14318.58,NA,2.87,NA,NA,NA,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",3.39,3.39,46.55,244,148,96,27.05,NA,NA,NA,NA,NA,NA,"101-250 hab.",12.3,5,0,0,NA,0,0,0,0,0,0,0,0,NA,18.779,0,NA,NA,2,25.023,1,0,NA,NA,NA,50,0,50,NA,NA,NA,NA,NA,25.74,"SIERRA NORTE"
"2008","P2800300B","003","28003","3-Rural",NA,NA,NA,25,87.37,198,NA,4308,NA,NA,14651.04,NA,3.2,0.33,NA,NA,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",2.46,2.46,45.73,250,146,104,25.2,NA,NA,NA,NA,NA,NA,"101-250 hab.",13.6,-6,0,0,NA,0,0,0,0,0,0,0,0,NA,18.779,0,NA,NA,2,25.023,1,0,NA,NA,NA,50,0,50,NA,NA,NA,NA,NA,25.74,"SIERRA NORTE"
"2009","P2800300B","003","28003","3-Rural",NA,NA,NA,32,81.29,171,NA,4848.1,7,NA,15329.13,NA,4.64,1.44,NA,0,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",-5.2,-5.2,46.84,237,136,101,27,NA,NA,NA,NA,NA,NA,"101-250 hab.",12.66,8,0,0,NA,0,0,0,0,0,0,0,0,NA,18.779,0,NA,NA,2,25.023,1,0,NA,NA,NA,40,0,20,NA,NA,NA,NA,NA,25.74,"SIERRA NORTE"
"2010","P2800300B","003","28003","3-Rural",NA,NA,NA,22,85.23,149,NA,4271.97,7,NA,15248.39,NA,7.53,2.89,NA,0,528.18,611.43,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",0.84,0.84,46.76,239,136,103,27.2,NA,NA,NA,NA,NA,NA,"101-250 hab.",11.3,9,0,0,NA,0,0,0,0,0,0,0,0,NA,18.779,0,NA,NA,2,25.023,1,0,0,1,0,0,0,100,NA,1,NA,NA,NA,25.74,"SIERRA NORTE"
"2011","P2800300B","003","28003","3-Rural",NA,NA,NA,17,98.78,1393,NA,3926.83,7,NA,15154.12,NA,6.91,-0.62,NA,0,527.44,484.47,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",2.93,2.93,46.78,246,140,106,26.83,NA,NA,NA,NA,NA,NA,"101-250 hab.",11.38,1,0,0,NA,0,0,0,0,0,0,0,0,NA,18.779,0,NA,NA,2,25.023,1,0,0,1,50,0,0,50,NA,1,NA,NA,NA,25.74,"SIERRA NORTE"
"2012","P2800300B","003","28003","3-Rural",NA,NA,NA,20,98.73,1570,NA,3839.51,7,NA,13104.73,NA,7.41,0.5,NA,0,414.78,411.41,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",-1.22,-1.22,47.67,243,138,105,26.34,NA,NA,NA,NA,NA,NA,"101-250 hab.",11.11,0,0,0,NA,0,0,0,0,0,0,0,0,NA,18.779,0,NA,NA,2,25.023,1,0,0,1,0,100,0,0,6,1,NA,NA,NA,25.74,"SIERRA NORTE"
"2013","P2800300B","003","28003","3-Rural",NA,NA,"cumple",21,94.43,377,NA,3762.1,7,143155.75,12909.83,NA,6.05,-1.36,NA,0,347.23,490.39,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",2.06,2.06,47.02,248,143,105,24.19,NA,NA,NA,NA,NA,NA,"101-250 hab.",11.69,-24,0,0,NA,0,0,0,0,0,0,0,0,NA,18.779,0,NA,NA,2,25.023,1,0,0,1,100,0,0,0,7,1,NA,NA,NA,25.74,"SIERRA NORTE"
"2014","P2800300B","003","28003","3-Rural",NA,NA,NA,14,91.25,160,NA,3892.86,7,NA,13118.13,NA,5.8,-0.24,NA,0,304.26,303.24,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",-9.68,-9.68,48.92,224,130,94,26.34,NA,NA,NA,NA,NA,NA,"101-250 hab.",10.27,-8,0,0,NA,0,0,0,0,0,0,0,0,NA,18.779,0,NA,NA,2,25.023,0,0,NA,NA,0,0,0,100,7,1,NA,NA,NA,25.74,"SIERRA NORTE"
"2015","P2800300B","003","28003","3-Rural",20.83,72,NA,25,80,125,2.8,4239.63,7,NA,14481.95,34.2,5.99,0.19,4361,0,350.31,343.86,13878,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",-3.13,-3.13,49.58,217,126,91,27.19,NA,NA,NA,NA,NA,NA,"101-250 hab.",9.22,-6,0,0,0,0,0,0,0,0,0,0,0,NA,18.779,0,NA,NA,4,25.023,0,0,0,1,14.29,42.86,14.29,28.57,6,1,0,NA,NA,25.74,"SIERRA NORTE"
"2016","P2800300B","003","28003","3-Rural",25,76,"Cumple",17,87.02,131,2.9,3879.81,7,49175.1,15729.28,37,6.25,0.26,4325,0,350.48,399.66,14638,33,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",-4.15,-4.15,49.17,208,123,85,25.48,NA,NA,NA,NA,NA,NA,"101-250 hab.",10.58,-7,0,0,0,0,0,0,0,0,0,0,0,0,18.779,0,NA,NA,2,25.023,0,0,0,1,0,100,0,0,6,1,0,NA,NA,25.74,"SIERRA NORTE"
"2017","P2800300B","003","28003","3-Rural",29.33,75,"Cumple",32,82.61,184,3.2,5271.36,7,123134.28,16408.18,35.8,5.03,-1.22,4083,0,385.84,508.97,15419,32,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",-4.33,-4.33,49.56,199,117,82,25.63,NA,NA,NA,NA,NA,NA,"101-250 hab.",10.05,1,0,0,0,0,0,0,0,0,0,0,0,0,18.779,0,0,NA,2,25.023,0,0,0,1,0,66.67,0,33.33,6,1,0,NA,NA,25.74,"SIERRA NORTE"
"2018","P2800300B","003","28003","3-Rural",30.43,69,"Cumple",48,74.19,186,2.9,4374.36,7,-12622.29,16066.62,31.8,4.1,-0.92,4456,0,559.89,547.26,15153,33,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",-2.01,-2.01,50.94,195,117,78,27.69,NA,NA,NA,NA,NA,NA,"101-250 hab.",8.72,6,0,0,0,0,0,0,0,0,0,0,0,0,18.779,0,0,NA,2,25.023,0,0,0,1,0,50,50,0,7,1,0,0,NA,25.74,"SIERRA NORTE"
"2019","P2800300B","003","28003","3-Rural",22.67,75,"Cumple",44,83.94,274,3.2,4430,7,131130.71,NA,36.4,5,0.9,4944,0,530.81,661.94,15841,34,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",2.56,2.56,50.19,200,119,81,26,NA,NA,NA,NA,NA,NA,"101-250 hab.",10,4,0,0,0,0,0,0,0,0,0,0,0,0,18.779,0,NA,NA,2,25.023,0,0,0,1,0,0,100,0,9,1,0,0,NA,25.74,"SIERRA NORTE"
"2019(P)","P2800300B","003","28003","3-Rural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16857.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.779,NA,NA,NA,NA,25.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.74,"SIERRA NORTE"
"2020","P2800300B","003","28003","3-Rural",28.21,78,"Capacidad de financiación",29,82.53,166,3,4588.24,7,123589.55,15076.29,32.1,4.41,-0.59,NA,0,545.51,669.1,16728,33,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",2,2,49.75,204,120,84,23.53,NA,NA,NA,NA,NA,NA,"101-250 hab.",9.31,43,0,0,0,0,0,0,0,0,0,0,0,0,18.779,0,0,NA,2,25.023,NA,NA,0,1,50,0,0,50,10,1,0,0,NA,25.74,"SIERRA NORTE"
"2021","P2800300B","003","28003","3-Rural",27.27,77,NA,49,80.78,255,NA,5105.69,7,NA,NA,NA,5.69,1.28,NA,0,670.55,734.93,NA,33,"Alameda del Valle",NA,NA,NA,NA,NA,99.9997807183024,NA,"Alameda del Valle","34132828003",20.59,20.59,47.89,246,148,98,21.14,NA,NA,NA,NA,NA,NA,"101-250 hab.",12.6,-3,0,0,0,0,0,0,0,0,0,0,0,0,18.779,0,0,NA,2,25.023,NA,NA,0,1,80,0,20,0,10,1,0,0,NA,25.74,"SIERRA NORTE"
"2022","P2800300B","003","28003","3-Rural",28.05,82,NA,162,52.21,339,NA,4062.24,15,NA,NA,NA,4.56,NA,NA,NA,NA,NA,NA,35,"Alameda del Valle",0,"11.8948531851852",49.077490542745,44.0970893336724,93.1745798764173,99.9997807183024,0,"Alameda del Valle","34132828003",-2.03,-2.03,NA,241,137,104,25.31,NA,NA,NA,NA,NA,NA,"101-250 hab.",11.62,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,18.779,NA,NA,38.203,NA,25.023,NA,NA,0,1,NA,NA,NA,NA,NA,1,0,NA,NA,25.74,"SIERRA NORTE"
"2023","P2800300B","003","28003","3-Rural",12.66,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alameda del Valle",NA,NA,NA,NA,NA,NA,NA,NA,"34132828003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","P2800400J","004","28004","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,2945.26,NA,NA,10406.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",NA,NA,37.16,4932,2732,2200,13.46,NA,NA,NA,NA,NA,NA,"1.001-5.000 hab.",16.85,264,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.504,0,NA,NA,2,0,0,0,NA,NA,NA,31.25,15.63,12.5,NA,NA,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2002","P2800400J","004","28004","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,3321.61,NA,NA,10643.98,NA,NA,NA,NA,NA,5099.32,4525.83,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",NA,NA,37.36,5233,2873,2360,13.64,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",16.66,547,1,NA,NA,0,NA,NA,0,1,0,NA,NA,NA,8.504,0,NA,NA,2,0,0,0,NA,NA,NA,28.24,17.65,22.35,NA,NA,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2003","P2800400J","004","28004","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,3154.56,NA,NA,11174.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",NA,NA,37.04,5784,3141,2643,13.16,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",17,396,1,NA,NA,0,NA,NA,0,1,0,NA,NA,NA,8.504,0,NA,NA,2,0,0,0,NA,NA,NA,40,11.43,15.71,NA,NA,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2004","P2800400J","004","28004","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,3105.77,NA,NA,11622.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",8.21,8.21,36.94,6259,3362,2897,12.97,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",17.64,308,1,NA,NA,0,NA,NA,0,1,0,NA,NA,NA,8.504,0,NA,NA,2,0,0,0,NA,NA,NA,31.18,15.05,16.13,NA,NA,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2005","P2800400J","004","28004","2-Intermedio",NA,NA,NA,NA,NA,NA,NA,3286.1,NA,NA,12305.75,NA,NA,NA,NA,NA,7368.94,4812,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",5.7,5.7,36.78,6613,3573,3040,12.34,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",17.48,361,1,NA,NA,0,NA,NA,0,1,0,NA,NA,NA,8.504,0,NA,NA,3,0,0,0,NA,NA,NA,35.48,8.06,29.03,NA,NA,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2006","P2800400J","004","28004","2-Intermedio",NA,NA,NA,307,78.41,1422,NA,3387.78,NA,NA,12784.42,NA,NA,NA,NA,NA,7831.58,7401.91,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",4.9,4.9,36.76,6937,3717,3220,12.6,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",18.18,356,1,NA,NA,1,1,3,0,1,0,3,1,NA,8.504,0,NA,NA,3,0,2,0,NA,NA,NA,22.95,6.56,32.79,NA,NA,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2007","P2800400J","004","28004","2-Intermedio",NA,NA,NA,310,77.16,1357,NA,3368.2,NA,NA,13132.68,NA,3.39,NA,NA,NA,9561.39,7668.85,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",4.73,4.73,37.21,7265,3852,3413,12.91,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",17.8,353,1,0,NA,1,1,4,0,1,0,4,1,NA,8.504,0,NA,NA,3,0,3,4,NA,NA,NA,25.56,20,23.33,NA,NA,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2008","P2800400J","004","28004","2-Intermedio",NA,NA,NA,200,78.68,938,NA,3191.29,NA,NA,13400.16,NA,4.29,0.9,NA,NA,6922.4,6620.33,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",4.34,4.34,38.41,7580,3945,3635,14.5,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",16.91,310,1,0,NA,1,1,5,1,1,0,5,1,NA,8.504,0,NA,NA,4,0,4,5,NA,NA,NA,25.86,18.97,22.41,NA,NA,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2009","P2800400J","004","28004","2-Intermedio",NA,NA,NA,163,81.2,867,NA,3032.07,0,NA,13458.93,NA,7.43,3.15,NA,172.97,9488.53,8078.72,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",3.65,3.65,38.7,7857,3922,3935,15.16,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",17.53,275,1,0,NA,1,2,4,1,1,0,5,2,NA,8.504,0,NA,NA,4,0,4,3,NA,NA,NA,33.75,20,18.75,NA,NA,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2010","P2800400J","004","28004","2-Intermedio",NA,NA,NA,121,86.23,879,NA,2849.36,0,NA,13273.51,NA,8.68,1.24,NA,162.27,8844.18,7146.1,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",2.83,2.83,38.92,8079,4019,4060,15.6,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",17.81,416,1,0,NA,1,2,4,1,2,0,5,2,NA,8.504,0,NA,NA,4,0,3,3,0,1,44.74,27.63,6.58,21.05,NA,1,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2011","P2800400J","004","28004","2-Intermedio",NA,NA,NA,93,94.84,1801,NA,2707.02,0,NA,13265.38,NA,9.12,0.44,NA,180.18,7473.21,6142.34,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",4.9,4.9,39.21,8475,4202,4273,16.33,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",18.37,228,1,0,NA,2,2,4,1,2,0,5,2,NA,8.504,0,NA,NA,4,0,4,3,0,1,33.87,29.03,14.52,22.58,NA,1,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2012","P2800400J","004","28004","2-Intermedio",NA,NA,NA,111,84.07,697,NA,2445.7,0,NA,12364.4,NA,10.5,1.38,NA,126.42,6006.34,6119.19,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",2.67,2.67,39.34,8701,4312,4389,16.26,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",18.34,194,1,0,NA,2,2,4,1,2,0,5,2,NA,8.504,0,NA,NA,4,0,4,3,0,1,34.18,29.11,21.52,15.19,324,1,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2013","P2800400J","004","28004","2-Intermedio",NA,NA,NA,137,92.24,1765,NA,2384.06,0,NA,12304.6,NA,11.32,0.81,NA,1352.4,6008.52,7071.75,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",1.65,1.65,39.38,8845,4376,4469,16.08,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",18.71,29,1,0,NA,2,2,4,1,2,0,6,2,NA,8.504,0,NA,NA,4,0,3,3,0,1,34.72,34.72,11.11,19.44,351,1,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2014","P2800400J","004","28004","2-Intermedio",NA,NA,NA,139,85.92,987,NA,2346.62,0,NA,12290.44,NA,10.51,-0.81,NA,1294.99,6252.79,6279.5,NA,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",0.95,0.95,39.65,8929,4449,4480,16.44,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",18.97,157,1,0,NA,1,2,4,1,2,0,6,2,NA,8.504,0,NA,NA,4,0,2,4,NA,NA,30.56,31.48,18.52,19.44,374,1,NA,NA,NA,22.01,"SUDOESTE COMUNIDAD"
"2015","P2800400J","004","28004","2-Intermedio",21.66,2692,NA,219,92.72,3007,3.5,2446.85,0,NA,12690.06,35.1,9.8,-0.7,129096,1254.99,7546.04,16860.89,9105,NA,"Alamo (El)",NA,NA,NA,NA,NA,13.954822514039,NA,"El Álamo","34132828004",0.4,0.4,40.14,8965,4451,4514,17.03,NA,NA,NA,NA,NA,NA,"5.001-20.000 hab.",19.05,79,1,0,0,1,2,3,1,2,0,5,2,NA,8.504,0,NA,NA,2,0,3,5,0,1,32.14,32.14,19.05,16.67,417,1,7,NA,NA,22.01,"SUDOESTE COMUNIDAD"
